 t [s],a_x_raw [m/s^2],a_y_raw [m/s^2],a_z_raw [m/s^2],a_x_filtered [m/s^2],a_y_filtered [m/s^2],a_z_filtered [m/s^2]
  7.39,   -2.55,   -0.97,   -8.41,    5.51,    2.47,   -0.75
  7.41,   -2.82,   -1.25,   -8.62,   -5.55,    0.84,   -0.85
  7.43,   -3.04,   -1.24,   -8.76,   -4.13,    0.59,   -1.39
  7.46,   -3.00,   -1.03,   -9.11,    5.73,    1.99,   -1.09
  7.48,   -2.52,   -0.76,   -9.23,    0.98,    0.53,   -0.53
  7.50,   -2.08,   -0.96,   -9.37,    2.87,    0.62,   -0.19
  7.52,   -1.81,   -1.01,   -9.38,    2.88,    0.07,   -0.04
  7.54,   -1.91,   -1.17,   -9.48,    2.38,   -0.34,   -0.24
  7.56,   -1.80,   -1.03,   -9.07,    2.71,    0.32,   -0.35
  7.58,   -1.74,   -1.01,   -9.15,    2.00,    0.00,   -0.10
  7.60,   -1.78,   -1.09,   -8.69,    2.53,    0.43,   -0.02
  7.62,   -1.93,   -1.35,   -8.67,    1.01,   -0.00,    0.22
  7.64,   -1.82,   -1.07,   -9.17,    2.35,   -0.49,    0.73
  7.67,   -1.61,   -1.36,   -9.68,    2.05,   -1.04,   -0.02
  7.69,   -1.57,   -1.25,   -9.66,    2.06,   -1.29,   -0.45
  7.71,   -1.51,   -1.54,   -9.40,    1.95,   -0.63,   -0.14
  7.73,   -1.12,   -1.58,   -8.94,    1.46,   -0.14,    0.28
  7.75,   -0.89,   -1.12,   -9.90,    1.76,    0.12,    0.89
  7.77,   -2.89,   -1.36,   -6.36,    0.92,   -0.40,    0.73
  7.79,   -1.73,   -1.53,  -10.69,    1.07,   -0.81,    0.58
  7.81,   -1.34,   -1.51,   -9.76,    0.41,   -0.65,    0.41
  7.83,   -1.28,   -1.47,   -8.97,    0.65,   -0.39,    0.31
  7.85,   -2.06,   -1.32,   -9.20,    0.56,   -0.49,    0.30
  7.88,   -2.61,   -1.24,  -10.03,    0.33,   -0.27,    0.48
  7.90,   -2.46,   -0.84,  -10.48,    0.38,   -0.55,    0.54
  7.92,   -1.89,   -0.82,  -10.09,   -0.23,   -1.30,    0.12
  7.94,   -1.14,   -0.95,   -9.28,    0.07,   -0.72,    0.15
  7.96,   -0.59,   -1.03,   -8.56,   -0.02,   -0.35,    0.45
  7.98,   -0.64,   -1.45,   -8.34,   -0.10,   -0.76,    1.03
  8.00,   -0.65,   -1.19,   -8.40,   -0.36,   -0.66,    0.91
  8.02,   -0.58,   -1.12,   -8.42,   -0.66,   -0.46,    0.54
  8.04,   -0.72,   -1.20,   -8.50,   -0.69,   -1.20,    0.29
  8.06,   -1.05,   -1.01,   -8.69,   -0.73,   -1.39,    0.12
  8.09,   -1.38,   -0.72,   -9.03,   -1.04,   -1.23,    0.36
  8.11,   -1.58,   -0.70,   -9.79,   -1.19,   -1.25,    0.30
  8.13,   -1.51,   -0.43,   -9.74,   -1.22,   -0.74,    0.47
  8.15,   -1.56,   -0.28,   -9.84,   -1.49,   -1.16,    0.19
  8.17,   -1.47,   -0.22,   -9.43,   -1.42,   -1.63,   -0.17
  8.19,   -1.32,   -0.22,   -9.46,   -1.69,   -1.63,   -0.30
  8.21,   -1.66,   -0.63,   -9.20,   -1.74,   -1.60,   -0.03
  8.23,   -1.69,   -0.93,   -9.12,   -1.72,   -1.55,    0.25
  8.25,   -1.36,   -1.11,   -8.78,   -1.68,   -1.68,   -0.10
  8.27,   -1.14,   -1.04,   -8.94,   -1.69,   -1.98,   -0.41
  8.29,   -0.37,    0.48,   -9.35,   -1.63,   -2.31,   -0.75
  8.32,   -0.86,   -0.92,  -10.10,   -1.56,   -2.01,   -0.62
  8.34,   -0.57,   -1.01,  -11.23,   -2.08,   -1.99,   -1.21
  8.36,   -0.42,   -0.98,  -11.01,   -1.61,   -2.20,   -1.32
  8.38,   -0.06,   -0.98,  -10.07,   -1.17,   -2.11,   -0.70
  8.40,   -0.11,   -0.98,   -9.43,   -1.28,   -1.83,    0.21
  8.42,   -0.06,   -1.11,   -9.35,   -1.10,   -1.58,    1.22
  8.44,   -0.25,   -1.07,   -9.60,   -0.95,   -1.53,    0.71
  8.46,   -0.01,   -1.10,   -9.29,   -0.60,   -1.71,    0.15
  8.48,    0.24,   -0.89,   -9.10,   -0.59,   -2.00,   -0.48
  8.51,    0.44,   -0.94,   -8.95,   -0.86,   -1.78,   -0.39
  8.53,    0.35,   -0.98,   -9.23,   -0.85,   -2.05,   -0.28
  8.55,    0.23,   -0.92,   -9.31,   -0.95,   -2.05,    0.34
  8.57,    0.24,   -0.91,   -9.39,   -0.69,   -1.75,    0.58
  8.59,    0.20,   -0.94,   -9.23,   -0.16,   -2.24,   -0.05
  8.61,    0.08,   -0.95,   -9.47,   -0.43,   -2.48,    0.32
  8.63,    0.12,   -0.93,   -9.57,   -1.06,   -2.71,   -1.81
  8.65,    0.23,   -0.88,   -9.49,   -1.28,   -2.14,   -1.42
  8.67,    0.34,   -0.90,   -9.82,   -0.82,   -1.54,    0.48
  8.69,    0.43,   -0.78,  -10.02,   -0.40,   -2.04,   -0.44
  8.71,    0.85,   -0.45,  -10.30,   -0.41,   -1.59,   -0.52
  8.74,    0.77,    0.17,  -10.66,   -0.91,   -1.43,   -0.25
  8.76,    0.54,    0.13,  -10.28,   -0.79,   -1.60,    0.21
  8.78,    0.39,    0.25,   -9.58,    0.00,   -1.16,   -0.03
  8.80,    0.72,    0.66,   -9.17,   -0.25,   -1.19,   -0.06
  8.82,    0.63,    0.98,   -9.46,   -0.99,   -0.77,   -0.70
  8.84,    0.62,    1.39,  -10.09,   -1.39,   -0.43,   -0.68
  8.86,    0.43,    1.50,  -10.18,   -0.86,   -0.22,    0.08
  8.88,    0.18,    1.47,  -10.20,   -0.95,   -0.73,   -0.92
  8.90,    0.18,    1.30,   -9.55,   -0.81,   -0.39,   -1.16
  8.93,    0.30,    1.10,   -8.96,   -0.27,    0.47,   -1.13
  8.95,    1.06,    1.10,   -8.67,    0.08,   -0.82,   -0.79
  8.97,    1.29,    1.47,   -9.07,    0.70,    0.90,   -1.16
  8.99,    1.29,    1.59,   -9.43,   -0.90,    1.09,    0.15
  9.01,    1.38,    1.55,   -9.33,   -1.24,   -0.62,    1.13
  9.03,    1.47,    1.32,   -8.95,   -0.39,    1.29,   -0.72
  9.05,    1.14,    1.22,   -9.35,    0.31,    0.57,   -0.61
  9.07,    1.33,    1.27,   -9.38,    0.54,   -0.15,   -0.62
  9.09,    1.75,    1.21,   -9.16,   -0.41,    0.72,   -0.20
  9.11,    2.11,    1.41,   -8.90,   -0.35,    0.90,   -0.45
  9.13,    2.20,    1.53,   -8.78,   -2.41,    1.93,   -1.23
  9.16,    1.76,    1.31,   -9.21,   -3.13,    2.67,   -0.67
  9.18,    1.74,    1.60,   -9.42,   -2.37,    2.50,   -0.48
  9.20,    1.70,    1.87,   -9.33,   -2.85,    2.22,    0.36
  9.22,    1.89,    1.73,   -9.91,   -1.90,    2.81,    0.63
  9.24,    2.16,    1.72,   -9.87,   -1.33,    2.54,    0.58
  9.26,    2.04,    1.68,   -9.68,   -0.91,    2.38,    0.58
  9.28,    1.29,    1.81,   -9.90,   -0.98,    2.75,    0.79
  9.30,    1.04,    1.88,  -10.11,   -1.19,    2.93,    0.78
  9.32,    1.35,    1.69,  -10.43,   -0.82,    3.27,    0.80
  9.35,    1.27,    1.74,  -10.17,   -0.44,    2.75,    0.58
  9.37,    1.22,    1.82,   -9.96,   -0.41,    2.28,   -0.14
  9.39,    1.22,    1.91,   -9.77,   -1.06,    2.68,    0.27
  9.41,    1.01,    2.36,   -9.86,   -1.34,    3.20,    0.50
  9.43,    0.84,    2.62,  -10.25,   -1.36,    2.78,    0.72
  9.45,    0.38,    2.74,  -10.79,   -1.12,    2.86,    0.72
  9.47,    0.21,    2.39,  -10.65,   -1.18,    2.19,    1.07
  9.49,    0.29,    1.88,   -9.77,   -1.31,    2.42,   -0.31
  9.51,    0.54,    1.48,   -8.93,   -1.91,    4.02,   -1.12
  9.53,    0.61,    1.43,   -8.66,   -2.20,    3.29,    0.39
  9.55,    0.74,    1.82,   -9.23,   -1.81,    3.20,   -0.76
  9.58,    0.82,    2.42,   -9.64,   -1.80,    2.26,   -0.43
  9.60,    0.92,    3.02,  -10.37,   -1.97,    1.42,   -0.29
  9.62,    1.07,    3.11,  -11.30,   -2.62,    1.77,   -0.47
  9.64,    1.05,    2.69,  -10.93,   -2.73,    1.53,   -0.42
  9.66,    0.64,    2.19,   -9.92,   -1.90,    0.98,   -1.29
  9.68,    0.26,    1.71,   -9.08,   -0.94,    0.34,    0.06
  9.70,    0.02,    1.47,   -8.77,   -2.28,    2.14,   -1.88
  9.72,   -0.22,    1.40,   -8.60,   -3.22,    0.32,   -1.85
  9.74,   -0.53,    1.33,   -8.88,   -2.42,   -1.28,    1.27
  9.77,   -0.68,    1.49,   -9.21,   -3.21,    0.86,    0.78
  9.79,   -0.57,    1.46,   -9.21,   -3.28,   -0.28,    0.55
  9.81,   -0.29,    1.75,   -9.57,   -2.88,   -0.29,    0.69
  9.83,   -0.50,    1.71,   -9.67,   -2.10,   -0.28,    0.78
  9.85,   -0.63,    1.56,   -9.78,   -1.16,   -0.81,    1.00
  9.87,   -0.68,    1.45,   -9.72,   -1.00,   -0.15,    0.95
  9.89,   -1.02,    1.28,   -9.56,   -1.05,   -0.37,    0.73
  9.91,   -0.91,    1.03,   -9.21,   -1.27,    0.26,   -0.11
  9.93,   -0.78,    0.65,   -9.02,   -0.51,   -0.79,   -0.42
  9.95,   -0.89,    0.71,   -9.23,   -0.44,   -1.52,    0.75
  9.97,   -1.36,    0.36,   -9.32,    0.10,   -1.30,    1.36
 10.00,   -1.40,   -0.20,   -9.72,    0.82,   -1.68,    0.77
 10.02,   -1.44,   -0.84,   -9.58,   -0.18,   -0.12,    1.00
 10.04,   -0.97,   -1.04,   -8.63,   -0.51,   -1.19,    0.31
 10.06,   -0.79,   -1.57,   -8.27,   -0.76,   -1.98,    0.03
 10.08,   -0.94,   -2.17,   -8.27,   -0.92,   -0.04,    0.52
 10.10,   -0.92,   -2.55,   -8.17,    0.10,   -0.82,   -0.42
 10.12,   -0.46,   -2.57,   -7.73,    0.52,   -1.15,   -0.88
 10.14,    0.04,   -2.45,   -7.50,    0.23,   -0.91,   -0.40
 10.16,    0.47,   -2.41,   -8.05,    0.36,   -1.46,    0.07
 10.19,    0.59,   -2.55,   -8.69,    0.68,   -1.11,    0.23
 10.21,    0.40,   -2.82,   -8.77,    0.53,   -0.93,    0.06
 10.23,    0.25,   -2.86,   -8.38,   -0.06,   -1.49,   -0.85
 10.25,    0.05,   -2.73,   -8.16,    0.04,   -1.37,   -1.34
 10.27,   -0.15,   -2.74,   -8.26,    0.33,   -0.87,   -1.19
 10.29,   -0.35,   -3.06,   -8.41,    1.00,   -1.07,   -0.71
 10.31,   -0.51,   -3.23,   -8.43,    1.30,    0.27,    0.12
 10.33,   -0.52,   -3.14,   -8.59,    1.35,   -0.83,   -0.50
 10.35,   -0.06,   -2.83,   -8.51,    3.12,   -3.20,   -0.72
 10.37,   -0.35,   -2.71,   -8.48,    2.99,   -1.56,   -0.25
 10.39,   -0.45,   -2.87,   -8.29,    1.59,   -0.99,    0.21
 10.42,   -0.67,   -2.73,   -8.35,    1.29,   -1.99,    0.74
 10.44,   -0.54,   -2.34,   -7.80,    1.36,   -2.46,    0.69
 10.46,   -0.95,   -1.86,   -8.03,    1.95,   -2.32,    0.91
 10.48,   -1.13,   -1.62,   -8.65,    1.72,   -2.10,    0.65
 10.50,   -1.24,   -1.75,   -9.18,    1.23,   -1.82,    0.58
 10.52,   -1.40,   -1.55,   -8.94,    1.23,   -1.59,    0.66
 10.54,   -1.79,   -1.08,   -8.33,    1.62,   -2.17,    0.34
 10.56,   -1.76,   -0.65,   -8.40,    1.56,   -2.10,    0.21
 10.58,   -1.55,   -0.73,   -8.92,    1.33,   -2.16,   -0.25
 10.61,   -1.74,   -1.03,   -9.39,    1.44,   -1.71,   -0.09
 10.63,   -1.64,   -0.71,   -9.21,    1.37,   -1.40,   -0.07
 10.65,   -1.59,   -0.29,   -8.53,    1.55,   -1.86,   -0.34
 10.67,   -1.33,    0.59,   -7.98,    1.41,   -1.63,   -0.06
 10.69,   -1.40,    0.90,   -8.13,    1.20,   -1.42,   -0.05
 10.71,   -1.48,    1.24,   -8.99,    1.07,   -1.32,   -0.11
 10.73,   -1.81,    1.76,   -9.13,    1.12,   -1.38,   -0.15
 10.75,   -1.58,    2.52,   -8.68,    1.00,   -1.22,    0.27
 10.77,   -1.44,    3.15,   -8.54,    1.25,   -1.20,    0.35
 10.79,   -1.30,    3.33,   -8.71,    1.33,   -0.86,   -0.70
 10.81,   -1.43,    3.27,   -8.79,    0.41,   -0.36,   -1.52
 10.84,   -1.46,    3.97,   -8.30,    0.27,   -0.43,   -1.90
 10.86,   -1.16,    5.46,   -6.76,   -0.01,   -0.15,   -1.86
 10.88,   -2.10,    5.83,   -7.69,   -0.09,    0.09,   -1.10
 10.90,   -2.04,    6.42,   -8.13,    0.24,   -0.06,   -0.14
 10.92,   -2.26,    6.49,   -8.79,    0.45,   -0.28,    0.57
 10.94,   -2.49,    7.35,   -9.92,    0.65,   -0.31,    0.74
 10.96,   -2.65,    9.07,  -11.42,    0.65,   -0.42,    0.16
 10.98,   -1.91,    8.57,  -11.41,    0.80,    0.17,   -0.78
 11.00,   -1.82,    8.88,  -11.34,    0.72,    0.41,   -1.78
 11.03,   -1.73,    8.59,  -11.61,    1.07,    0.04,   -2.06
 11.05,   -1.93,    8.04,  -11.95,    1.11,    0.25,   -0.91
 11.07,   -2.00,    8.03,  -11.73,    1.09,    0.10,    0.45
 11.09,   -1.91,    8.19,  -11.33,    1.11,   -0.04,    1.19
 11.11,   -2.03,    8.19,  -10.82,    0.78,   -0.05,    1.17
 11.13,   -1.65,    8.17,  -10.57,    0.59,    0.44,    0.67
 11.15,   -1.73,    8.27,  -10.38,    0.36,    0.69,    0.34
 11.17,   -1.91,    8.53,  -10.71,    0.51,    0.80,   -0.22
 11.19,   -1.51,    8.58,  -10.68,    0.39,    0.96,   -0.84
 11.21,   -1.31,    8.49,  -10.86,    0.45,    0.84,   -1.10
 11.23,   -1.80,    8.60,  -10.73,    0.23,    1.12,   -1.02
 11.26,   -2.11,    8.81,  -10.15,   -0.08,    1.00,   -0.78
 11.28,   -2.00,    8.89,   -9.87,    0.04,    1.22,   -0.81
 11.30,   -1.54,    8.80,   -8.77,   -0.04,    1.05,   -0.94
 11.32,   -1.39,    8.42,   -8.23,    0.30,    1.43,   -0.97
 11.34,   -1.29,    7.90,   -7.73,    0.15,    2.13,   -1.24
 11.36,   -1.12,    7.10,   -7.82,   -0.23,    2.25,   -1.45
 11.38,   -0.92,    6.30,   -7.44,   -0.25,    2.77,   -1.69
 11.40,   -0.92,    5.98,   -7.14,    0.49,    1.59,   -2.06
 11.42,   -0.61,    5.45,   -6.83,    1.38,    1.14,   -1.41
 11.45,   -1.27,    4.82,   -7.63,    1.82,    1.41,   -0.59
 11.47,   -1.50,    4.36,   -7.92,    2.05,    1.17,   -0.56
 11.49,   -1.81,    4.30,   -8.04,    1.58,    1.08,   -0.46
 11.51,   -1.93,    4.20,   -7.87,    1.63,    0.39,   -0.27
 11.53,   -1.92,    3.99,   -7.54,    2.01,    0.37,    0.10
 11.55,   -2.14,    3.28,   -7.63,    1.91,    0.18,    0.23
 11.57,   -2.48,    2.68,   -8.42,    1.76,    0.12,   -0.03
 11.59,   -2.47,    2.25,   -8.65,    1.73,    0.24,   -0.03
 11.61,   -2.34,    1.84,   -8.72,    1.19,    0.10,    0.03
 11.63,   -2.11,    1.46,   -8.19,    0.87,    0.11,    0.11
 11.65,   -2.01,    0.77,   -7.85,    0.85,   -0.12,    0.09
 11.68,   -1.90,    0.16,   -8.26,    0.31,   -0.22,   -0.28
 11.70,   -1.77,   -0.42,   -8.68,    0.41,   -0.39,   -0.39
 11.72,   -1.32,   -0.94,   -8.31,    0.59,   -0.38,   -0.52
 11.74,   -0.99,   -1.18,   -8.24,    0.68,   -0.39,   -0.76
 11.76,   -0.83,   -1.98,   -7.63,    0.63,   -0.35,   -0.37
 11.78,   -0.78,   -2.91,   -7.56,    0.66,   -0.38,   -0.43
 11.80,   -0.40,   -3.47,   -6.93,    0.88,   -0.32,   -0.51
 11.82,   -0.06,   -3.93,   -6.82,    0.65,   -0.07,   -0.17
 11.84,   -0.27,   -4.52,   -7.12,    0.68,   -0.28,   -0.33
 11.87,   -0.21,   -5.04,   -7.06,    0.22,   -0.37,   -0.05
 11.89,    0.52,   -5.31,   -6.09,   -0.16,   -0.27,    0.05
 11.91,    0.83,   -5.93,   -5.38,   -0.45,   -0.03,   -0.35
 11.93,    1.00,   -6.49,   -5.98,   -0.94,   -0.07,   -0.74
 11.95,    1.16,   -6.39,   -5.99,   -0.99,   -0.21,   -0.58
 11.97,    1.53,   -5.76,   -4.67,   -1.00,   -0.13,    0.30
 11.99,    1.61,   -5.80,   -3.18,   -0.89,   -0.13,    0.50
 12.01,    1.90,   -5.37,   -2.98,   -1.11,   -0.02,    0.66
 12.03,    2.32,   -6.54,   -2.19,   -1.19,    0.04,    0.72
 12.05,    3.03,   -6.96,   -1.72,   -1.24,   -0.06,    0.58
 12.07,    3.18,   -6.78,   -0.78,   -1.45,   -0.05,    0.79
 12.10,    2.54,   -5.27,    0.31,   -1.64,    0.18,    0.37
 12.12,    3.79,   -5.92,    0.91,   -1.87,    0.18,   -0.42
 12.14,    4.81,   -6.82,    1.39,   -2.00,    0.22,   -0.89
 12.16,    2.72,   -6.53,    0.31,   -2.14,    0.20,   -0.75
 12.18,    5.08,   -6.23,    2.49,   -1.95,   -0.08,    0.14
 12.20,    4.89,   -5.80,    4.51,   -1.91,   -0.31,    0.73
 12.22,    4.64,   -5.42,    4.17,   -1.74,   -0.55,    0.79
 12.24,    6.57,   -3.99,    7.06,   -1.60,   -0.48,    0.85
 12.26,    8.16,   -4.30,    9.93,   -1.70,   -0.61,    0.52
 12.29,    7.89,   -3.28,   10.93,   -1.61,   -0.70,    0.28
 12.31,    5.48,   -3.24,   10.70,   -1.61,   -0.87,   -0.04
 12.33,    4.68,   -3.91,   10.24,   -1.61,   -1.00,   -0.40
 12.35,    4.76,   -4.78,   10.33,   -1.86,   -0.69,   -0.18
 12.37,    4.73,   -4.81,   10.31,   -1.96,   -0.71,   -0.35
 12.39,    4.52,   -4.16,    9.98,   -1.98,   -0.86,   -0.26
 12.41,    4.24,   -4.11,    9.95,   -2.15,   -1.01,    0.12
 12.43,    4.55,   -4.05,    9.69,   -2.18,   -0.85,    0.42
 12.45,    3.28,   -4.03,    9.12,   -2.29,   -0.80,    0.38
 12.47,    2.99,   -4.08,    8.10,   -2.19,   -0.92,    0.21
 12.49,    2.62,   -4.26,    7.57,   -1.85,   -0.80,    0.09
 12.52,    2.93,   -4.36,    6.67,   -1.78,   -0.69,   -0.83
 12.54,    3.76,   -5.21,    6.18,   -1.54,   -0.24,   -0.64
 12.56,    3.69,   -5.67,    5.81,   -0.65,   -0.37,    0.15
 12.58,    2.67,   -5.28,    4.28,   -0.07,   -0.78,    0.49
 12.60,    2.55,   -6.28,    2.97,    0.31,   -0.67,    0.22
 12.62,    3.03,   -6.35,    1.50,    0.38,   -0.37,   -0.69
 12.64,    3.36,   -6.33,    0.68,   -0.05,   -0.05,   -0.40
 12.66,    3.36,   -7.35,   -0.18,   -0.02,   -0.25,   -0.08
 12.68,    3.76,   -6.48,   -2.07,    0.04,   -0.66,    0.04
 12.71,    3.99,   -6.79,   -3.09,    0.06,   -0.69,    0.12
 12.73,    3.29,   -6.91,   -3.58,   -0.02,   -0.62,   -0.12
 12.75,    4.12,   -7.60,   -5.32,   -0.09,   -0.78,   -0.16
 12.77,    4.69,   -7.80,   -5.44,   -0.10,   -0.99,    0.05
 12.79,    4.46,   -7.63,   -5.23,   -0.23,   -1.13,    0.49
 12.81,    3.75,   -6.81,   -5.71,   -0.10,   -1.37,    0.56
 12.83,    2.64,   -6.28,   -6.60,   -0.16,   -1.59,    0.45
 12.85,    2.58,   -6.31,   -8.41,   -0.15,   -1.50,    0.10
 12.87,    2.50,   -6.10,   -8.85,   -0.14,   -1.27,    0.21
 12.89,    1.83,   -5.99,   -8.56,   -0.28,   -1.50,    0.30
 12.91,    1.47,   -5.63,   -8.07,   -0.25,   -1.78,    0.00
 12.94,    0.57,   -4.66,   -8.82,   -0.24,   -1.74,   -0.19
 12.96,   -0.21,   -4.51,   -9.85,   -0.30,   -1.63,   -0.41
 12.98,    0.11,   -4.06,  -10.36,   -0.51,   -1.49,   -0.27
 13.00,    0.50,   -3.87,  -10.34,   -0.37,   -1.54,   -0.45
 13.02,    0.42,   -3.44,  -10.65,   -0.25,   -1.54,   -0.34
 13.04,    0.06,   -2.70,  -10.77,   -0.72,   -1.16,   -0.47
 13.06,   -0.46,   -2.06,  -10.52,   -1.14,   -1.24,   -0.49
 13.08,   -0.45,   -1.52,  -10.49,   -1.09,   -1.08,   -0.30
 13.10,    0.07,   -1.15,  -10.27,   -1.05,   -0.07,   -1.17
 13.12,   -0.06,   -1.06,  -10.08,   -1.51,    0.15,   -1.65
 13.15,   -0.27,   -0.53,   -9.52,   -1.92,   -0.01,   -1.53
 13.17,    0.00,   -0.33,   -9.65,   -2.08,    0.23,   -1.36
 13.19,   -0.82,    0.04,   -9.34,   -2.07,    0.17,   -1.70
 13.21,   -0.72,   -0.02,   -9.57,   -1.72,   -0.19,   -1.82
 13.23,   -1.10,    0.41,   -9.59,   -1.40,   -0.27,   -1.05
 13.25,   -1.44,    0.74,   -9.72,   -1.43,   -0.03,    0.22
 13.27,   -1.47,    1.27,   -9.48,   -1.45,   -0.28,    0.86
 13.29,   -1.50,    1.80,   -8.76,   -1.64,   -0.69,    0.57
 13.31,   -1.97,    1.83,   -8.45,   -1.98,   -0.82,    0.56
 13.34,   -2.14,    1.72,   -8.36,   -2.03,   -0.73,    0.16
 13.36,   -1.87,    1.27,   -8.21,   -1.82,   -0.41,    0.01
 13.38,   -2.12,    1.24,   -7.09,   -1.27,   -0.41,   -0.18
 13.40,   -2.38,    1.76,   -6.15,   -0.93,   -0.57,   -0.23
 13.42,   -3.48,    2.55,   -6.53,   -0.88,   -0.67,   -0.29
 13.44,   -4.56,    2.58,   -6.50,   -0.87,   -0.71,   -0.22
 13.46,   -4.33,    2.19,   -6.41,   -0.83,   -0.60,    0.18
 13.48,   -3.43,    2.49,   -5.60,   -0.72,   -0.61,   -0.01
 13.50,   -3.78,    2.26,   -5.38,   -0.97,   -0.89,    0.72
 13.52,   -4.24,    2.99,   -5.10,   -0.90,   -0.81,    0.09
 13.54,   -4.64,    3.65,   -6.62,   -0.81,   -0.80,   -0.27
 13.57,   -4.98,    3.65,   -6.26,   -0.61,   -0.97,   -0.61
 13.59,   -5.41,    4.31,   -5.46,   -0.61,   -0.95,   -0.62
 13.61,   -5.27,    5.17,   -4.54,   -0.53,   -1.31,    0.38
 13.63,   -4.61,    5.06,   -4.37,    0.26,   -0.98,   -0.98
 13.65,   -5.25,    5.26,   -4.67,   -1.10,   -0.79,    1.40
 13.67,   -5.23,    6.02,   -4.78,   -1.69,   -1.20,    1.00
 13.69,   -5.17,    7.17,   -4.91,   -0.41,   -1.14,   -2.01
 13.71,   -5.16,    7.66,   -4.65,   -0.40,   -1.22,    0.14
 13.73,   -6.06,    7.74,   -4.82,   -0.70,   -1.03,    0.01
 13.76,   -5.70,    7.57,   -4.64,   -1.53,   -1.01,   -0.58
 13.78,   -4.80,    8.05,   -4.26,   -1.77,   -0.75,   -1.16
 13.80,   -4.78,    8.19,   -3.94,   -1.28,   -0.43,   -1.50
 13.82,   -5.71,    8.56,   -3.57,   -0.73,   -0.66,   -0.46
 13.84,   -6.38,    8.45,   -3.29,    0.12,   -0.61,   -0.03
 13.86,   -5.88,    8.24,   -3.25,    0.24,   -1.02,    0.80
 13.88,   -4.92,    8.62,   -3.34,    0.21,   -1.08,    0.54
 13.90,   -3.95,    8.85,   -3.05,    0.22,   -0.83,    0.67
 13.93,   -4.60,    8.98,   -2.76,    0.22,   -0.91,    0.56
 13.95,   -4.76,    9.08,   -2.98,   -0.04,   -0.88,    0.36
 13.97,   -4.76,    8.98,   -4.32,   -0.41,   -0.60,    0.28
 13.99,   -3.83,    9.40,   -3.80,   -0.67,   -0.43,   -0.55
 14.01,   -3.31,    9.35,   -3.34,   -0.78,   -0.40,   -0.74
 14.03,   -3.66,    9.01,   -4.32,   -0.67,   -0.02,   -0.92
 14.05,   -3.32,    8.50,   -5.56,   -0.80,   -0.08,   -0.61
 14.07,   -3.06,    8.71,   -6.06,   -0.52,    0.08,   -0.50
 14.09,   -2.46,    8.87,   -5.19,   -0.69,   -0.18,   -0.38
 14.11,   -2.05,    8.77,   -4.60,   -0.98,   -0.63,   -0.22
 14.13,   -1.94,    8.68,   -5.14,   -0.71,   -0.72,   -0.05
 14.16,   -1.54,    8.07,   -6.08,   -0.57,   -1.17,    0.19
 14.18,   -0.51,    9.05,   -6.81,    0.10,    0.10,   -0.28
 14.20,    0.67,    9.55,   -7.66,    0.20,    0.16,   -0.68
 14.22,    1.29,    9.73,   -8.60,   -0.06,   -1.04,   -1.87
 14.24,    1.07,   10.03,   -9.05,    0.28,   -0.72,   -2.41
 14.26,    1.22,    9.85,   -8.94,    0.51,   -0.84,   -1.65
 14.28,    1.88,    9.99,   -8.24,    0.67,   -0.81,   -0.84
 14.30,    2.53,   10.04,   -7.69,    0.67,   -0.86,   -0.43
 14.32,    2.45,    9.48,   -7.95,    0.54,   -0.98,   -0.69
 14.35,    3.37,    7.90,   -6.84,    0.57,   -0.90,   -0.61
 14.37,    4.20,    7.84,   -6.39,    0.81,   -0.91,   -0.36
 14.39,    4.11,    7.90,   -6.03,    1.09,   -0.70,   -0.15
 14.41,    4.03,    8.01,   -5.54,    1.12,   -0.88,   -0.27
 14.43,    4.11,    8.10,   -4.62,    0.98,   -0.81,   -0.49
 14.45,    5.13,    7.68,   -4.00,    0.91,   -0.78,   -0.57
 14.47,    4.89,    7.60,   -4.59,    0.92,   -0.82,   -0.54
 14.49,    5.04,    7.98,   -4.18,    0.83,   -0.81,   -0.51
 14.51,    5.62,    8.07,   -3.27,    0.75,   -0.88,   -0.84
 14.53,    6.49,    7.90,   -3.05,    0.86,   -0.77,   -0.73
 14.55,    7.67,    8.38,   -2.30,    0.95,   -0.83,   -0.89
 14.58,    7.10,    9.26,   -3.13,    1.02,   -0.75,   -1.24
 14.60,    7.35,   10.34,   -2.20,    1.30,   -0.61,   -1.37
 14.62,    7.79,   10.82,   -1.90,    1.53,   -0.03,   -1.85
 14.64,    7.57,    9.91,   -2.50,    1.32,    0.29,   -1.85
 14.66,    7.08,    9.74,   -2.38,    1.03,    0.16,   -1.26
 14.68,    7.46,    9.91,   -2.30,    1.21,    0.54,   -0.62
 14.70,    7.16,    9.87,   -1.62,    1.33,    0.85,   -0.57
 14.72,    7.09,    9.75,   -2.21,    1.26,    1.25,   -1.16
 14.74,    6.70,    9.94,   -2.11,    1.16,    1.53,   -1.55
 14.77,    6.77,   10.37,   -1.92,    0.91,    1.52,   -1.61
 14.79,    6.71,    9.98,   -2.16,    0.77,    1.44,   -1.32
 14.81,    6.58,    9.75,   -2.04,    0.80,    1.20,   -0.62
 14.83,    6.90,    8.79,   -2.34,    1.26,    1.08,   -0.15
 14.85,    6.87,    8.48,   -2.92,    1.87,    1.28,   -0.26
 14.87,    6.90,    7.84,   -2.70,    1.88,    1.58,   -0.72
 14.89,    7.55,    7.38,   -2.50,    1.88,    1.58,   -0.93
